model,year,transmission,mileage,fuelType,tax(£),mpg,engineSize,price
 I30,2015,Manual,20662,Petrol,145,48.7,1.4,8498
 I10,2017,Manual,31696,Petrol,20,60.1,1,6498
 Tucson,2017,Manual,13490,Diesel,30,61.7,1.7,13998
 IX35,2013,Manual,56726,Diesel,150,48.7,1.7,6498
 Tucson,2018,Manual,15474,Diesel,145,61.7,1.7,13298
 Tucson,2016,Manual,89895,Diesel,30,61.7,1.7,9998
 I20,2016,Manual,15701,Petrol,30,55.4,1.2,7498
 Tucson,2017,Manual,14412,Diesel,150,61.4,1.7,15998
 Ioniq,2018,Automatic,17598,Hybrid,135,78.5,1.6,15998
 I30,2015,Manual,48949,Diesel,0,78.4,1.6,7198
 Tucson,2016,Automatic,28723,Diesel,200,47.1,2,16498
 I10,2017,Manual,9859,Petrol,145,60.1,1,7798
 Tucson,2018,Semi-Auto,16522,Diesel,145,47.1,1.6,17998
 I30,2015,Manual,21575,Diesel,20,72.4,1.6,7998
 I30,2018,Manual,16174,Diesel,145,74.3,1.6,11498
 I30,2016,Manual,30266,Diesel,0,78.4,1.6,8798
 I10,2017,Manual,15553,Petrol,145,57.7,1.2,8298
 Tucson,2019,Manual,17338,Petrol,145,34.9,1.6,15498
 Santa Fe,2019,Semi-Auto,1001,Diesel,145,39.8,2.2,32998
 Tucson,2017,Manual,24263,Diesel,30,61.7,1.7,12998
 I30,2019,Manual,5449,Petrol,150,45.6,1,13498
 IX20,2016,Manual,25018,Petrol,125,50.4,1.4,8498
 I30,2015,Manual,38884,Petrol,150,48.7,1.4,7498
 I30,2018,Manual,13901,Diesel,145,74.3,1.6,11998
 IX20,2017,Manual,8303,Petrol,125,50.4,1.4,9798
 Kona,2018,Manual,3353,Petrol,145,44.1,1,13698
 IX35,2014,Manual,43978,Diesel,145,53.3,1.7,8498
 Tucson,2019,Manual,12818,Petrol,150,34.9,1.6,15498
 I30,2016,Manual,29465,Petrol,125,50.4,1.4,7998
 Tucson,2017,Manual,6318,Petrol,160,44.8,1.6,12998
 Tucson,2017,Manual,22714,Diesel,145,61.7,1.7,13498
 I30,2015,Manual,50221,Diesel,0,78.4,1.6,7298
 I10,2018,Manual,3895,Petrol,145,60.1,1,7298
 Tucson,2019,Manual,13177,Petrol,150,34.9,1.6,15498
 Tucson,2019,Manual,11686,Petrol,150,34.9,1.6,15498
 I30,2016,Manual,18361,Diesel,0,78.4,1.6,9498
 Tucson,2019,Manual,15861,Petrol,145,34.9,1.6,15498
 Tucson,2019,Manual,17431,Petrol,145,34.9,1.6,15498
 Kona,2018,Manual,8980,Petrol,145,44.1,1,13998
 Tucson,2016,Manual,31237,Diesel,30,61.7,1.7,11298
 Tucson,2017,Manual,17820,Diesel,145,61.7,1.7,13998
 IX20,2016,Manual,8423,Petrol,125,50.4,1.4,8298
 Tucson,2019,Manual,15091,Petrol,145,34.9,1.6,15498
 Tucson,2019,Manual,11896,Petrol,145,34.9,1.6,15498
 Tucson,2016,Manual,30164,Diesel,30,61.7,1.7,12498
 Tucson,2016,Manual,35696,Diesel,30,61.7,1.7,12798
 I30,2016,Manual,28390,Petrol,235,38.7,1.6,10998
 Ioniq,2018,Automatic,11776,Hybrid,135,78.5,1.6,16998
 Tucson,2016,Manual,12663,Diesel,30,61.7,1.7,13498
 Tucson,2017,Semi-Auto,23941,Diesel,125,57.6,1.7,16998
 I30,2016,Manual,28022,Diesel,0,78.4,1.6,8698
 Tucson,2017,Manual,22068,Diesel,30,61.7,1.7,11160
 Tucson,2017,Semi-Auto,24144,Diesel,125,57.6,1.7,14480
 Tucson,2016,Manual,23793,Diesel,30,61.7,1.7,12998
 IX20,2015,Manual,27027,Petrol,125,50.4,1.4,6498
 Tucson,2017,Manual,14920,Diesel,30,61.7,1.7,13998
 I40,2014,Manual,38589,Diesel,30,62.8,1.7,8998
 Ioniq,2019,Automatic,2031,Hybrid,135,62.8,1.6,22998
 Tucson,2017,Semi-Auto,15935,Diesel,125,57.6,1.7,15998
 Kona,2018,Manual,4829,Petrol,150,44.1,1,16998
 I30,2015,Manual,35259,Diesel,0,78.4,1.6,7698
 Tucson,2017,Manual,45005,Diesel,145,61.7,1.7,13498
 Tucson,2016,Manual,40540,Diesel,30,61.7,1.7,11798
 Tucson,2016,Manual,59776,Diesel,30,61.7,1.7,10698
 Tucson,2016,Manual,51963,Diesel,30,61.7,1.7,11998
 Tucson,2017,Manual,31927,Diesel,30,61.7,1.7,13498
 I30,2016,Manual,5156,Petrol,145,48.7,1.4,9298
 Santa Fe,2019,Semi-Auto,3122,Diesel,145,39.8,2.2,33998
 Tucson,2016,Manual,34747,Petrol,160,44.8,1.6,11698
 Kona,2019,Manual,15,Petrol,145,44.1,1,15498
 IX20,2016,Manual,28933,Petrol,125,50.4,1.4,7998
 Tucson,2017,Manual,15455,Diesel,30,61.7,1.7,14498
 Tucson,2019,Manual,1550,Hybrid,145,51.4,1.6,21498
 IX20,2016,Manual,19658,Petrol,125,50.4,1.4,8498
 IX20,2017,Automatic,9595,Petrol,160,43.5,1.6,10298
 I30,2016,Manual,33503,Petrol,145,48.7,1.4,8798
 I10,2014,Manual,13281,Petrol,20,60.1,1,5916
 I10,2017,Manual,1847,Petrol,20,60.1,1,7101
 I10,2014,Manual,13281,Petrol,20,60.1,1,5916
 I10,2017,Manual,1847,Petrol,20,60.1,1,7101
 Tucson,2016,Semi-Auto,12489,Diesel,125,57.6,1.7,14998
 Tucson,2016,Manual,30773,Diesel,30,61.7,1.7,12998
 Tucson,2017,Manual,8016,Diesel,30,61.7,1.7,14998
 Tucson,2017,Semi-Auto,18701,Diesel,125,57.6,1.7,14498
 I800,2018,Manual,32235,Diesel,145,28,2.5,15998
 I30,2016,Manual,12668,Petrol,145,48.7,1.4,9998
 I30,2018,Manual,13002,Petrol,145,57.7,1,9498
 Kona,2018,Manual,12424,Petrol,145,44.1,1,13498
 I10,2015,Semi-Auto,41835,Petrol,30,47.9,1.2,5998
 Tucson,2017,Manual,15899,Diesel,145,54.3,2,18330
 I800,2019,Manual,5137,Diesel,145,31.7,2.5,18497
 Tucson,2019,Manual,11750,Petrol,150,34.9,1.6,15498
 I30,2018,Manual,14664,Petrol,145,56.5,1,10998
 IX35,2015,Automatic,44705,Diesel,265,41.5,2,10995
 I30,2017,Manual,30000,Diesel,145,74.3,1.6,13995
 IX35,2015,Manual,33730,Diesel,145,53.3,1.7,9470
 I30,2015,Manual,30796,Petrol,150,48.7,1.4,7998
 Tucson,2017,Manual,21985,Diesel,145,61.7,1.7,13850
 Kona,2018,Manual,13557,Petrol,145,44.1,1,14498
 Santa Fe,2016,Manual,23828,Diesel,200,47.1,2.2,17298
 I10,2017,Manual,37513,Petrol,145,57.7,1.2,6798
 Tucson,2016,Manual,38564,Diesel,30,61.7,1.7,12298
 IX20,2016,Manual,38297,Petrol,125,50.4,1.4,7298
 I40,2017,Manual,22336,Diesel,145,65.7,1.7,11698
 Kona,2018,Manual,6014,Petrol,145,44.1,1,14798
 Ioniq,2018,Automatic,11942,Hybrid,135,78.5,1.6,16698
 I800,2016,Automatic,17110,Diesel,325,33.6,2.5,14998
 Tucson,2017,Semi-Auto,17526,Diesel,145,57.6,1.7,14998
 Tucson,2016,Manual,31702,Diesel,30,61.7,1.7,11998
 I30,2015,Manual,32398,Diesel,0,78.4,1.6,7698
 Tucson,2016,Manual,32617,Diesel,30,61.7,1.7,10998
 I30,2015,Manual,50700,Diesel,0,78.4,1.6,6310
 I30,2016,Manual,38011,Diesel,0,78.4,1.6,7637
 I800,2019,Manual,16232,Diesel,145,31.7,2.5,18550
 Tucson,2016,Manual,10906,Petrol,160,44.8,1.6,11180
 I10,2013,Manual,48000,Petrol,20,61.4,1.2,3491
 IX35,2013,Automatic,71888,Diesel,300,39.2,2,7491
 IX35,2014,Manual,42630,Diesel,145,53.3,1.7,8300
 I30,2018,Manual,30287,Petrol,145,56.5,1,9017
 I10,2016,Manual,33318,Petrol,20,60.1,1,5794
 I30,2016,Manual,20457,Diesel,0,78.4,1.6,8850
 Tucson,2019,Manual,3475,Petrol,145,35.3,1.6,17400
 IX20,2017,Manual,12102,Petrol,145,50.4,1.4,9998
 I20,2015,Manual,56471,Petrol,30,58.9,1.2,5495
 IX35,2014,Manual,51023,Diesel,145,53.3,1.7,7995
 I40,2014,Manual,46152,Diesel,30,62.8,1.7,7498
 IX35,2014,Manual,54550,Diesel,150,53.3,1.7,8498
 Santa Fe,2017,Semi-Auto,40124,Diesel,235,42.8,2.2,17998
 I30,2015,Manual,30010,Petrol,150,47.1,1.4,6998
 I30,2016,Manual,33298,Diesel,20,72.4,1.6,9998
 I10,2015,Manual,20979,Petrol,20,60.1,1,5998
 Tucson,2016,Automatic,26600,Diesel,200,47.1,2,14495
 I30,2016,Automatic,6839,Petrol,200,41.5,1.6,11230
 Ioniq,2018,Automatic,28283,Hybrid,135,78.5,1.6,15998
 Kona,2018,Manual,11724,Petrol,145,44.1,1,13498
 I10,2016,Manual,10590,Petrol,20,60.1,1,6960
 IX35,2014,Manual,59247,Diesel,145,53.3,1.7,7777
 I30,2016,Manual,41593,Diesel,0,78.4,1.6,8498
 I10,2017,Manual,5970,Petrol,150,60.1,1,7298
 Tucson,2017,Manual,16353,Diesel,30,61.7,1.7,13998
 I10,2014,Manual,41063,Petrol,20,60.1,1,4898
 I30,2014,Manual,45449,Petrol,145,47.1,1.4,6750
 I10,2017,Manual,30318,Petrol,145,57.7,1.2,7750
 I30,2013,Manual,71271,Petrol,145,47.1,1.4,4995
 I30,2015,Manual,42307,Diesel,0,78.4,1.6,6700
 I30,2018,Manual,8404,Diesel,145,74.3,1.6,12700
 I10,2018,Manual,14956,Petrol,145,60.1,1,7695
 Ioniq,2018,Automatic,13474,Hybrid,135,78.5,1.6,17298
 Ioniq,2018,Automatic,11856,Hybrid,135,78.5,1.6,15998
 Tucson,2016,Manual,13185,Diesel,30,61.7,1.7,13498
 I20,2017,Manual,13480,Petrol,145,58.9,1.2,8698
 Tucson,2016,Manual,15110,Diesel,30,61.7,1.7,14798
 Kona,2018,Manual,21636,Petrol,145,52.3,1,13698
 Tucson,2017,Manual,16814,Diesel,145,61.7,1.7,14998
 I30,2016,Manual,38705,Diesel,0,78.4,1.6,7998
 Tucson,2017,Manual,27742,Diesel,30,61.7,1.7,12798
 Tucson,2017,Semi-Auto,19900,Diesel,125,57.6,1.7,15498
 I30,2016,Manual,26225,Petrol,150,48.7,1.4,8998
 IX35,2015,Manual,42865,Diesel,150,53.3,1.7,9498
 Tucson,2017,Manual,24713,Diesel,30,61.7,1.7,11998
 Ioniq,2018,Automatic,9097,Hybrid,135,78.5,1.6,16998
 Kona,2018,Manual,5801,Petrol,145,52.3,1,13298
 Tucson,2017,Manual,2916,Diesel,145,61.7,1.7,13798
 Tucson,2019,Manual,17441,Petrol,145,34.9,1.6,15498
 Tucson,2017,Manual,13807,Diesel,30,61.7,1.7,14000
 IX35,2013,Manual,69605,Diesel,145,53.3,1.7,6998
 IX20,2017,Manual,13217,Petrol,145,50.4,1.4,9798
 I40,2015,Manual,43000,Diesel,20,67.3,1.7,9000
 Kona,2018,Manual,26122,Petrol,145,52.3,1,11784
 Tucson,2018,Manual,12495,Petrol,145,44.8,1.6,14364
 I20,2018,Manual,10960,Petrol,145,46.3,1.2,10595
 I20,2018,Manual,17472,Petrol,145,55.4,1.2,8600
 I30,2015,Manual,59000,Diesel,0,78.4,1.6,6885
 I20,2016,Manual,27918,Petrol,0,65.7,1,7698
 I800,2019,Manual,2269,Diesel,145,31.7,2.5,22998
 I10,2017,Manual,19581,Petrol,145,60.1,1,7298
 Tucson,2017,Manual,13635,Petrol,165,44.8,1.6,12698
 I10,2018,Manual,8327,Petrol,145,60.1,1,7495
 I10,2018,Manual,14669,Petrol,145,60.1,1,7495
 I10,2018,Manual,22773,Petrol,145,60.1,1,7495
 Tucson,2017,Manual,27000,Diesel,150,61.4,1.7,15395
 I10,2017,Manual,19881,Petrol,20,60.1,1,6995
 I20,2018,Manual,16764,Petrol,150,58.9,1.2,8895
 I10,2018,Manual,19087,Petrol,145,60.1,1,8994
 I10,2018,Manual,12153,Petrol,145,60.1,1,7695
 I10,2016,Manual,9723,Petrol,20,60.1,1,6395
 I30,2016,Manual,17784,Diesel,0,78.4,1.6,9498
 Kona,2019,Manual,750,Petrol,145,44.1,1,14998
 Tucson,2016,Manual,52938,Diesel,30,61.7,1.7,11498
 Tucson,2016,Manual,58791,Diesel,30,61.7,1.7,12498
 I10,2016,Manual,11909,Petrol,20,60.1,1,6500
 Tucson,2016,Manual,14756,Diesel,30,61.7,1.7,12298
 Tucson,2017,Semi-Auto,38763,Diesel,145,57.7,1.7,16298
 Tucson,2017,Manual,25424,Diesel,30,61.7,1.7,13498
 I40,2016,Manual,40741,Diesel,30,65.7,1.7,9798
 I30,2015,Manual,54324,Diesel,0,78.4,1.6,6998
 Kona,2018,Manual,12215,Petrol,145,44.1,1,13097
 I30,2015,Manual,24904,Petrol,145,48.7,1.4,8340
 I30,2015,Manual,24042,Petrol,145,47.1,1.4,7830
 Ioniq,2018,Automatic,22508,Hybrid,135,78.5,1.6,13998
 I10,2017,Manual,21009,Petrol,20,60.1,1,6590
 Tucson,2017,Manual,15804,Diesel,30,61.7,1.7,14798
 Tucson,2019,Manual,17815,Petrol,145,34.9,1.6,15498
 Tucson,2016,Manual,19303,Diesel,30,61.7,1.7,11998
 I30,2017,Manual,25344,Diesel,145,74.3,1.6,10698
 Kona,2018,Manual,31885,Petrol,145,52.3,1,11798
 Ioniq,2018,Automatic,16046,Hybrid,135,78.5,1.6,16498
 Ioniq,2018,Automatic,16790,Hybrid,135,78.5,1.6,16498
 Tucson,2016,Manual,28861,Diesel,30,61.7,1.7,12998
 Kona,2018,Manual,26615,Petrol,145,52.3,1,11998
 Tucson,2019,Manual,13591,Petrol,145,34.9,1.6,15498
 Tucson,2017,Manual,20917,Diesel,30,61.7,1.7,13798
 Tucson,2016,Manual,44794,Diesel,30,61.7,1.7,12798
 Tucson,2019,Manual,17770,Petrol,150,34.9,1.6,15498
 Tucson,2019,Manual,17016,Petrol,150,34.9,1.6,15498
 Tucson,2019,Manual,17966,Petrol,145,34.9,1.6,15498
 Tucson,2017,Manual,32147,Diesel,30,61.7,1.7,12995
 Santa Fe,2017,Manual,22919,Diesel,200,47.1,2.2,20495
 Tucson,2018,Manual,13668,Diesel,150,48.7,1.6,17995
 I30,2017,Manual,21542,Diesel,150,74.3,1.6,10995
 Santa Fe,2017,Semi-Auto,12957,Diesel,240,42.8,2.2,19498
 IX20,2018,Automatic,12914,Petrol,145,43.5,1.6,10475
 Tucson,2017,Manual,39144,Diesel,145,61.4,1.7,14000
 I20,2017,Manual,21043,Petrol,30,58.9,1.2,7485
 I10,2018,Manual,24532,Petrol,150,60.1,1,6485
 Tucson,2015,Manual,70075,Diesel,30,61.7,1.7,9795
 IX20,2013,Manual,85000,Petrol,150,45.6,1.4,4799
 I10,2018,Manual,7594,Petrol,145,60.1,1,7985
 Santa Fe,2018,Automatic,17189,Diesel,145,42.8,2.2,21995
 I30,2018,Manual,15673,Diesel,145,74.3,1.6,11695
 Tucson,2016,Manual,34020,Diesel,30,61.7,1.7,12195
 I30,2014,Manual,47210,Petrol,150,47.1,1.4,5999
 I10,2018,Automatic,10000,Petrol,145,47.9,1.2,9990
 Kona,2018,Automatic,5200,Petrol,145,34,1.6,21495
 I10,2014,Manual,42346,Petrol,20,60.1,1,5450
 Tucson,2017,Semi-Auto,43858,Diesel,125,57.6,1.7,13490
 Tucson,2016,Manual,36736,Diesel,125,58.9,2,13450
 IX35,2014,Manual,35000,Diesel,150,53.3,1.7,8490
 Tucson,2017,Manual,32624,Diesel,30,61.7,1.7,11390
 I30,2017,Manual,61942,Diesel,20,72.4,1.6,8450
 IX20,2015,Automatic,34878,Petrol,200,43.6,1.6,6890
 IX35,2014,Manual,53544,Diesel,165,51.4,2,9475
 Tucson,2017,Manual,30531,Diesel,30,61.7,1.7,10950
 I30,2016,Manual,9671,Diesel,0,78.4,1.6,9995
 Santa Fe,2017,Manual,30142,Diesel,200,47.1,2.2,17295
 Tucson,2018,Manual,11374,Petrol,145,44.8,1.6,14695
 Tucson,2019,Manual,13251,Petrol,145,34.9,1.6,14995
 I20,2017,Manual,30505,Petrol,30,55.4,1.2,7395
 Tucson,2019,Manual,8293,Petrol,145,34.9,1.6,15695
 Kona,2019,Manual,4989,Petrol,145,44.1,1,13695
 I30,2016,Manual,23261,Diesel,0,78.4,1.6,8695
 Tucson,2016,Semi-Auto,37452,Diesel,125,57.6,1.7,13495
 Santa Fe,2016,Semi-Auto,47077,Diesel,235,42.8,2.2,16495
 Tucson,2018,Automatic,32250,Diesel,145,47.1,2,15995
 Tucson,2016,Manual,26452,Diesel,30,61.7,1.7,12295
 Tucson,2018,Semi-Auto,40404,Diesel,145,57.6,1.7,17295
 Tucson,2017,Semi-Auto,36425,Diesel,145,57.6,1.7,14295
 Kona,2018,Manual,12407,Petrol,145,52.3,1,14995
 Tucson,2017,Manual,14491,Diesel,30,61.7,1.7,15295
 I40,2016,Semi-Auto,26876,Diesel,125,56.5,1.7,10695
 Tucson,2016,Manual,25224,Diesel,30,61.7,1.7,12495
 Santa Fe,2015,Semi-Auto,41900,Diesel,260,41.5,2.2,14495
 I800,2019,Automatic,804,Diesel,145,31.7,2.5,20000
 Tucson,2017,Manual,12023,Diesel,30,61.7,1.7,13000
 Tucson,2017,Semi-Auto,15948,Diesel,125,57.6,1.7,14000
 Tucson,2017,Manual,11428,Diesel,30,61.7,1.7,14195
 Veloster,2013,Manual,46436,Petrol,160,43.5,1.6,6495
 Tucson,2020,Manual,3850,Hybrid,145,48.7,1.6,25995
 I20,2019,Manual,14600,Petrol,145,46.3,1.2,10395
 Ioniq,2017,Automatic,31490,Hybrid,0,78.5,1.6,14795
 Tucson,2016,Manual,66216,Diesel,30,61.7,1.7,10695
 Ioniq,2019,Semi-Auto,11311,Hybrid,135,78.5,1.6,16695
 Kona,2019,Manual,14000,Petrol,145,44.1,1,14495
 Ioniq,2019,Automatic,8809,Hybrid,135,78.5,1.6,16995
 Ioniq,2018,Automatic,20000,Hybrid,135,78.5,1.6,15695
 Tucson,2019,Manual,11341,Petrol,145,34.9,1.6,17995
 Ioniq,2020,Automatic,3000,Hybrid,135,62.8,1.6,21695
 Tucson,2017,Manual,41157,Diesel,30,61.7,1.7,12895
 Ioniq,2019,Automatic,14368,Hybrid,135,78.5,1.6,17495
 Tucson,2019,Manual,18241,Diesel,145,48.7,1.6,17995
 Tucson,2019,Semi-Auto,5874,Petrol,145,36.2,1.6,21995
 I30,2020,Manual,4000,Petrol,145,41.5,1.4,16995
 I10,2020,Manual,1000,Petrol,145,56.5,1,11895
 I30,2019,Manual,4000,Diesel,145,60.1,1.6,15995
 I10,2020,Manual,4550,Petrol,145,51.4,1.2,12995
 Tucson,2018,Semi-Auto,33500,Diesel,145,57.7,1.7,16495
 Tucson,2017,Manual,18235,Diesel,30,61.7,1.7,12995
 I10,2014,Manual,42346,Petrol,20,60.1,1,5450
 Tucson,2018,Semi-Auto,33500,Diesel,145,57.7,1.7,16495
 Tucson,2017,Manual,18235,Diesel,30,61.7,1.7,12995
 I10,2018,Manual,7594,Petrol,145,60.1,1,7985
 Santa Fe,2018,Semi-Auto,17189,Diesel,145,42.8,2.2,21995
 Ioniq,2017,Semi-Auto,46899,Hybrid,0,78.5,1.6,14385
 Santa Fe,2018,Semi-Auto,35887,Diesel,145,42.8,2.2,20995
 I30,2018,Manual,25289,Diesel,145,74.3,1.6,11495
 Tucson,2016,Manual,15800,Diesel,30,61.7,1.7,11495
 I40,2015,Manual,39779,Diesel,30,65.7,1.7,9995
 Tucson,2016,Manual,21225,Diesel,30,61.7,1.7,13495
 IX35,2014,Manual,64021,Diesel,145,53.3,1.7,6995
 Tucson,2017,Semi-Auto,35776,Diesel,125,57.6,1.7,13490
 Tucson,2016,Manual,68773,Diesel,145,54.3,2,11990
 Tucson,2018,Manual,18000,Petrol,145,44.8,1.6,13690
 I40,2014,Manual,59200,Diesel,30,65.7,1.7,6490
 I30,2017,Manual,49035,Diesel,145,74.3,1.6,9990
 Santa Fe,2017,Manual,22531,Diesel,200,47.1,2.2,18295
 Tucson,2016,Manual,40800,Diesel,30,61.7,1.7,11295
 Santa Fe,2017,Manual,28845,Diesel,200,47.1,2.2,19995
 Tucson,2017,Semi-Auto,41684,Diesel,125,57.6,1.7,14495
 Tucson,2017,Manual,47840,Diesel,30,61.7,1.7,13995
 Tucson,2020,Manual,3000,Hybrid,145,47.9,1.6,26995
 Tucson,2017,Automatic,35753,Diesel,200,47.1,2,18495
 Tucson,2017,Manual,31013,Diesel,30,61.4,1.7,14995
 Tucson,2017,Semi-Auto,35793,Diesel,125,57.6,1.7,17695
 I20,2020,Manual,3000,Petrol,145,46.3,1.2,12995
 Tucson,2017,Manual,36681,Diesel,30,61.7,1.7,12995
 Tucson,2019,Manual,12230,Petrol,150,34.9,1.6,15498
 Tucson,2019,Manual,15308,Petrol,150,34.9,1.6,15498
 Tucson,2019,Manual,11024,Petrol,150,34.9,1.6,15498
 Tucson,2018,Manual,16662,Petrol,145,34.9,1.6,15295
 I10,2017,Manual,29671,Petrol,145,57.7,1.2,6995
 I10,2018,Manual,7766,Petrol,145,60.1,1,7495
 I10,2017,Manual,34871,Petrol,145,57.7,1.2,6795
 Tucson,2017,Semi-Auto,19990,Diesel,125,57.6,1.7,15495
 I10,2018,Manual,2442,Petrol,145,57.7,1.2,8995
 Santa Fe,2016,Manual,32696,Diesel,200,46.3,2.2,15995
 Tucson,2019,Semi-Auto,12,Diesel,145,46.3,1.6,26995
 Tucson,2017,Manual,17849,Diesel,30,61.7,1.7,13895
 Tucson,2017,Semi-Auto,13061,Diesel,125,57.6,1.7,14995
 I30,2019,Manual,15000,Petrol,145,41.5,1.4,13595
 Tucson,2019,Semi-Auto,4,Diesel,145,47.1,1.6,25495
 I40,2019,Manual,12000,Diesel,145,54.3,1.6,15495
 I800,2018,Manual,22756,Diesel,145,31.7,2.5,16895
 Tucson,2019,Manual,5338,Petrol,145,34.9,1.6,16395
 Tucson,2019,Manual,6214,Petrol,145,34.9,1.6,16095
 Ioniq,2018,Automatic,17534,Hybrid,135,78.5,1.6,17195
 Tucson,2019,Manual,2860,Petrol,145,34.9,1.6,16595
 I30,2019,Manual,2144,Petrol,145,34,2,22395
 I40,2015,Manual,41050,Diesel,30,65.7,1.7,7480
 Tucson,2017,Manual,38300,Diesel,145,58.9,2,15700
 I10,2020,Manual,371,Petrol,150,56.5,1,12500
 Ioniq,2018,Automatic,9531,Hybrid,135,78.5,1.6,17995
 Tucson,2016,Semi-Auto,29856,Diesel,125,57.6,1.7,14495
 I20,2015,Manual,61219,Petrol,30,55.4,1.2,5995
 I30,2016,Manual,51919,Diesel,0,78.4,1.6,7995
 Tucson,2016,Manual,27509,Diesel,30,61.7,1.7,12698
 I30,2018,Manual,17070,Petrol,145,56.5,1,10498
 I10,2014,Manual,54681,Petrol,30,57.6,1.2,5212
 I10,2017,Manual,16403,Petrol,20,60.1,1,6760
 I20,2015,Manual,28300,Petrol,125,51.4,1.4,7390
 Tucson,2019,Semi-Auto,16375,Petrol,145,36.2,1.6,18495
 I20,2015,Automatic,34712,Petrol,160,42.2,1.4,7995
 I30,2019,Manual,5636,Diesel,145,58.9,1.6,15995
 Santa Fe,2019,Automatic,9800,Diesel,145,39.8,2.2,31995
 Tucson,2017,Manual,21776,Diesel,145,61.7,1.7,14498
 Tucson,2017,Manual,33771,Diesel,150,61.7,1.7,13298
 Tucson,2016,Manual,25865,Diesel,30,61.7,1.7,12480
 I800,2016,Automatic,27802,Diesel,325,33.6,2.5,13710
 Santa Fe,2016,Automatic,26294,Diesel,235,42.8,2.2,17650
 I10,2017,Manual,37972,Petrol,145,57.7,1.2,6750
 Tucson,2016,Manual,60996,Diesel,30,61.7,1.7,10985
 I10,2018,Manual,18385,Petrol,145,60.1,1,7485
 I10,2018,Manual,9832,Petrol,145,60.1,1,7485
 I10,2018,Manual,20189,Petrol,145,60.1,1,7185
 Tucson,2017,Manual,23558,Diesel,145,61.7,1.7,13995
 Kona,2019,Manual,7896,Petrol,145,44.1,1,14985
 Kona,2019,Manual,17976,Petrol,145,44.1,1,14485
 Ioniq,2019,Automatic,6437,Hybrid,135,78.5,1.6,17195
 Tucson,2016,Manual,49018,Diesel,30,61.7,1.7,10995
 I10,2018,Manual,22524,Petrol,145,60.1,1,6985
 I10,2018,Manual,8043,Petrol,145,60.1,1,7685
 I10,2018,Manual,5406,Petrol,145,60.1,1,7985
 I10,2017,Manual,24014,Petrol,145,60.1,1,7498
 I20,2014,Manual,17641,Petrol,30,57.6,1.2,5998
 I10,2017,Manual,5676,Petrol,30,57.7,1.2,8498
 I40,2017,Manual,33067,Diesel,145,65.7,1.7,11485
 Kona,2018,Manual,13878,Petrol,145,54.3,1,11985
 Kona,2019,Manual,15113,Petrol,145,44.1,1,14785
 Kona,2019,Manual,11372,Petrol,145,44.1,1,14985
 Kona,2019,Manual,17815,Petrol,145,44.1,1,13485
 Kona,2019,Manual,17868,Petrol,145,44.1,1,14985
 I30,2020,Manual,3811,Petrol,145,34,2,22895
 Ioniq,2020,Automatic,4152,Hybrid,135,1.1,1.6,23895
 I40,2016,Semi-Auto,27000,Diesel,125,56.5,1.7,10695
 Santa Fe,2017,Semi-Auto,17354,Diesel,240,42.8,2.2,19495
 I10,2017,Manual,17500,Petrol,20,60.1,1,7495
 I30,2016,Manual,44534,Diesel,0,78.4,1.6,8595
 IX20,2016,Manual,15560,Petrol,125,50.4,1.4,8250
 Tucson,2019,Manual,10193,Petrol,145,34.9,1.6,14995
 Tucson,2017,Manual,12490,Petrol,160,44.8,1.6,12995
 Ioniq,2018,Automatic,15946,Hybrid,135,78.5,1.6,14995
 I30,2017,Manual,31456,Diesel,150,72.4,1.6,9299
 Tucson,2017,Semi-Auto,6173,Diesel,125,57.6,1.7,15110
 Tucson,2017,Manual,17333,Diesel,145,61.7,1.7,14295
 I20,2014,Manual,46598,Petrol,30,57.6,1.2,4950
 I30,2017,Manual,16853,Diesel,0,74.3,1.6,11799
 I10,2017,Manual,22128,Petrol,145,60.1,1,6950
 I10,2016,Manual,36182,Petrol,20,60.1,1,4388
 I10,2017,Manual,31814,Petrol,30,57.7,1.2,6699
 Kona,2018,Manual,7034,Petrol,150,52.3,1,13485
 I20,2018,Manual,16899,Petrol,150,58.9,1.2,9285
 Tucson,2016,Manual,10710,Diesel,30,61.7,1.7,13785
 I10,2018,Manual,3200,Petrol,145,60.1,1,7995
 I40,2013,Manual,50438,Diesel,30,62.8,1.7,6995
 Tucson,2017,Manual,6430,Diesel,30,61.7,1.7,14798
 Tucson,2017,Manual,8133,Diesel,30,61.7,1.7,12998
 Ioniq,2018,Automatic,6308,Hybrid,135,78.5,1.6,16998
 Tucson,2019,Manual,14577,Petrol,145,34.9,1.6,15498
 Tucson,2019,Manual,12521,Petrol,145,34.9,1.6,15498
 Tucson,2017,Manual,29800,Diesel,200,47.9,2,14795
 I30,2013,Manual,67762,Petrol,160,46.3,1.4,5295
 Tucson,2018,Automatic,35226,Diesel,145,47.1,2,15320
 Ioniq,2019,Automatic,8904,Hybrid,135,78.5,1.6,16990
 Ioniq,2018,Automatic,7443,Hybrid,135,78.5,1.6,18490
 I40,2015,Manual,68969,Diesel,20,67.3,1.7,7050
 Tucson,2018,Semi-Auto,31459,Diesel,145,57.7,1.7,17591
 I800,2018,Automatic,32543,Diesel,145,28,2.5,17680
 Tucson,2017,Manual,52029,Diesel,30,61.7,1.7,11577
 I20,2016,Manual,19578,Petrol,30,55.4,1.2,8111
